package,version,package@version,exploitable,confirmed
@aws-toolkit/aws-cli,1.0.1,@aws-toolkit/aws-cli@1.0.1,True,False
silly-ejs,0.1.1,silly-ejs@0.1.1,True,False
tmplet,1.0.7,tmplet@1.0.7,True,False
serverless-git-info,1.2.4,serverless-git-info@1.2.4,True,True
appgenerator,0.1.0,appgenerator@0.1.0,True,True
thrift-bin,0.9.3,thrift-bin@0.9.3,False,False
git-tags-remote,1.0.5,git-tags-remote@1.0.5,False,False
check-unused,0.0.10,check-unused@0.0.10,True,True
td-server,1.1.0,td-server@1.1.0,False,False
azulene-screenshots,1.0.3,azulene-screenshots@1.0.3,True,True
ember-app-kit-new,0.0.2,ember-app-kit-new@0.0.2,True,False
@ilike-cli/utils,1.0.0,@ilike-cli/utils@1.0.0,True,False
bpi-gpio,1.0.5,bpi-gpio@1.0.5,True,True
@workspace-builder/tools,1.0.0,@workspace-builder/tools@1.0.0,True,True
gitutils,0.0.1,gitutils@0.0.1,False,False
stl-repair,0.0.3,stl-repair@0.0.3,True,True
jesus,0.2.2,jesus@0.2.2,True,False
geoexif,1.0.0,geoexif@1.0.0,True,True
gifsicle-resize,0.2.0,gifsicle-resize@0.2.0,True,True
passwd-groups,1.1.1,passwd-groups@1.1.1,False,False
@rookie-cli/child-process,1.1.7,@rookie-cli/child-process@1.1.7,True,False
apng-assembler,1.0.2,apng-assembler@1.0.2,True,True
@mipong/devops,0.0.2,@mipong/devops@0.0.2,True,True
signcode-oldjs,0.5.2,signcode-oldjs@0.5.2,False,False
node-webkit-mac-updater,0.0.2,node-webkit-mac-updater@0.0.2,True,True
npm-shell,1.0.11,npm-shell@1.0.11,False,False
nexecp,0.1.4,nexecp@0.1.4,True,True
suf-node,1.1.1,suf-node@1.1.1,True,True
@yonle/multitask,1.0.0-r7,@yonle/multitask@1.0.0-r7,True,False
@david.uhlir/common,1.0.5,@david.uhlir/common@1.0.5,False,False
whois-ux,0.0.2,whois-ux@0.0.2,False,False
@sansitech/ffmpeg,0.1.1,@sansitech/ffmpeg@0.1.1,False,False
unique-commit-id,1.0.0,unique-commit-id@1.0.0,False,False
tpl-ify,0.0.5,tpl-ify@0.0.5,True,False
@luban-kit/utils,0.1.0,@luban-kit/utils@0.1.0,True,True
office2pdf,0.0.2,office2pdf@0.0.2,True,True
ca-reservoir-status,1.0.0,ca-reservoir-status@1.0.0,True,False
tempura,0.4.0,tempura@0.4.0,True,True
cmdish,1.1.0,cmdish@1.1.0,True,False
alanngai-node-helper,1.0.6,alanngai-node-helper@1.0.6,True,True
ps-find,1.1.0,ps-find@1.1.0,False,False
git-utils-node,1.1.4,git-utils-node@1.1.4,True,True
ke-docomo,1.18.1,ke-docomo@1.18.1,True,False
fastlane-pem,1.0.0,fastlane-pem@1.0.0,True,False
catshell,1.0.4,catshell@1.0.4,True,True
@loofkid/pi-wifi,1.3.6,@loofkid/pi-wifi@1.3.6,True,True
handyp,0.0.2,handyp@0.0.2,True,False
node-foxit-print,0.1.3,node-foxit-print@0.1.3,True,True
ying,0.0.7,ying@0.0.7,True,False
node-arcoreimg,1.0.0,node-arcoreimg@1.0.0,True,True
execout,1.0.1,execout@1.0.1,True,True
dequire,0.0.1,dequire@0.0.1,False,False
launchd,0.0.5,launchd@0.0.5,True,True
fs-spread,0.0.2,fs-spread@0.0.2,True,True
upstart,0.0.2,upstart@0.0.2,True,True
diskspace,2.0.0,diskspace@2.0.0,False,False
docker-composer-manager,0.1.3,docker-composer-manager@0.1.3,False,False
command-test,1.1.1,command-test@1.1.1,True,False
dom-iterator,1.0.0,dom-iterator@1.0.0,False,False
child-process-utilities,0.0.10,child-process-utilities@0.0.10,True,False
whois2array,0.0.9,whois2array@0.0.9,False,False
@meron-cli/utils,1.1.2,@meron-cli/utils@1.1.2,True,False
wsi-ejs,1.2.0,wsi-ejs@1.2.0,True,False
@chicken.alesha/rembg-nodejs,1.0.4,@chicken.alesha/rembg-nodejs@1.0.4,True,True
chromedriver-undetected,106.0.2,chromedriver-undetected@106.0.2,False,False
@b08/spawn,3.0.6,@b08/spawn@3.0.6,True,True
eyeos-service-ready-notify,0.0.31,eyeos-service-ready-notify@0.0.31,True,True
mnm,0.0.4,mnm@0.0.4,True,False
@moke-cli/utils,1.0.1,@moke-cli/utils@1.0.1,True,False
git-tags,0.2.4,git-tags@0.2.4,False,False
syscmd,0.1.1,syscmd@0.1.1,True,True
cheap-eval,0.0.2,cheap-eval@0.0.2,False,False
@shanshui/utils,1.0.5,@shanshui/utils@1.0.5,True,False
loda,0.1.3,loda@0.1.3,False,False
slugr,0.0.2,slugr@0.0.2,True,True
@nbazille/qml-parser,2.0.1-beta.2,@nbazille/qml-parser@2.0.1-beta.2,True,True
@fc.sh/node-ssi,1.0.0,@fc.sh/node-ssi@1.0.0,True,False
mlaunch-node,0.0.4,mlaunch-node@0.0.4,True,True
myjson-rules,1.0.1,myjson-rules@1.0.1,False,False
extra-objdump,0.0.6,extra-objdump@0.0.6,False,False
ldd,1.0.0,ldd@1.0.0,True,True
@cam-o-man/simpleshell,1.2.1,@cam-o-man/simpleshell@1.2.1,True,False
openssl-wrapper,0.3.4,openssl-wrapper@0.3.4,False,False
objnav,1.0.2,objnav@1.0.2,True,False
cb-system,2.0.0,cb-system@2.0.0,True,False
@uni-cli/methods,1.0.12,@uni-cli/methods@1.0.12,True,False
atat,1.2.12,atat@1.2.12,False,False
node-record-lpcm16,1.0.1,node-record-lpcm16@1.0.1,True,False
shard,1.1.0,shard@1.1.0,True,False
@euoia/rasp2c,1.0.0,@euoia/rasp2c@1.0.0,True,True
@wf-imooc-cli-dev/utils,1.0.6,@wf-imooc-cli-dev/utils@1.0.6,True,False
simple-plugins,1.1.1,simple-plugins@1.1.1,False,False
@pawelgalazka/shell,2.0.0,@pawelgalazka/shell@2.0.0,True,True
@sunshine-cli/utils,1.0.6,@sunshine-cli/utils@1.0.6,True,False
@m-cli/utils,2.0.2,@m-cli/utils@2.0.2,True,False
cmus-remote-node,0.1.0,cmus-remote-node@0.1.0,False,False
at-bindings,0.3.0,at-bindings@0.3.0,True,True
linuxmouse,1.0.0,linuxmouse@1.0.0,True,True
templayed,0.2.3,templayed@0.2.3,True,False
@huttunenjulius/packagelist,1.1.0,@huttunenjulius/packagelist@1.1.0,True,True
@estayjs/utils,0.0.5,@estayjs/utils@0.0.5,True,False
ntesseract,0.2.9,ntesseract@0.2.9,True,True
wofh-dot,1.0.0,wofh-dot@1.0.0,True,False
wifi-config,1.0.1,wifi-config@1.0.1,True,True
ffmpeg-fork,0.0.6,ffmpeg-fork@0.0.6,False,False
gpio-jetsontx1tx2,1.0.5,gpio-jetsontx1tx2@1.0.5,True,True
ejs-dynamic-includes,1.0.1,ejs-dynamic-includes@1.0.1,True,False
jex,0.1.7,jex@0.1.7,False,False
gunzip-multi,1.0.0,gunzip-multi@1.0.0,False,False
compare-package,0.1.5,compare-package@0.1.5,True,True
holyghost,1.0.2,holyghost@1.0.2,True,False
get-windows-env,0.0.3,get-windows-env@0.0.3,True,True
@achil/npm-programmatic,0.0.12,@achil/npm-programmatic@0.0.12,False,False
fsattr,0.0.2,fsattr@0.0.2,True,True
wpi-gpio,1.2.0,wpi-gpio@1.2.0,False,False
solc-version-manager,0.1.6,solc-version-manager@0.1.6,True,True
@inkohx/git-time,0.0.1,@inkohx/git-time@0.0.1,True,True
node-b7z,1.0.0,node-b7z@1.0.0,False,False
cpwrap,1.0.0,cpwrap@1.0.0,True,True
mocp,1.0.3,mocp@1.0.3,False,False
@nityer/utils,1.3.0,@nityer/utils@1.3.0,True,False
exec-promised,2.2.0,exec-promised@2.2.0,True,False
opti-node,0.5.0,opti-node@0.5.0,True,False
parallel-park,0.2.0,parallel-park@0.2.0,False,False
sofa-git-helper,1.0.0,sofa-git-helper@1.0.0,True,True
web-videos,1.0.5,web-videos@1.0.5,False,False
@naiveroboticist/pexec,0.2.0,@naiveroboticist/pexec@0.2.0,True,True
mac-dependencies,0.1.0,mac-dependencies@0.1.0,True,True
@zeng-cli/utils,1.0.6,@zeng-cli/utils@1.0.6,True,False
azure-iot-gateway-debian,1.0.0,azure-iot-gateway-debian@1.0.0,False,False
@mesamo/inno-setup-compiler,0.1.0,@mesamo/inno-setup-compiler@0.1.0,False,False
yui-compressor,0.1.2,yui-compressor@0.1.2,False,False
@zxfc/tool,0.1.6,@zxfc/tool@0.1.6,True,False
@rogov.tech/pdc,0.3.2,@rogov.tech/pdc@0.3.2,True,False
@yy-cli/utils,1.0.3,@yy-cli/utils@1.0.3,True,False
evaluate-string,1.0.0,evaluate-string@1.0.0,True,True
wind-expression,0.0.15,wind-expression@0.0.15,False,False
win-shortcut,1.0.3,win-shortcut@1.0.3,True,True
@frontend-project-generator/utils,0.0.10,@frontend-project-generator/utils@0.0.10,True,False
nodecoloredconsolelog,1.0.1,nodecoloredconsolelog@1.0.1,False,False
ffmpeg,0.0.4,ffmpeg@0.0.4,False,False
@evolext/raspi-stream,1.1.3,@evolext/raspi-stream@1.1.3,False,False
hype-modul,1.0.10,hype-modul@1.0.10,True,True
istein-process-runner,1.0.0,istein-process-runner@1.0.0,True,True
lvm,0.0.4,lvm@0.0.4,True,True
safen,3.0.0-rc.2,safen@3.0.0-rc.2,False,False
github-growl,0.0.1,github-growl@0.0.1,True,True
ejs-remix,0.1.1,ejs-remix@0.1.1,True,False
env-profile,0.0.10,env-profile@0.0.10,True,False
git-last-tag,1.0.1,git-last-tag@1.0.1,True,True
@imooc-cli-xt/utils,0.1.1,@imooc-cli-xt/utils@0.1.1,True,False
thrift-binary,0.9.2,thrift-binary@0.9.2,False,False
light-template-compiler,2.0.1,light-template-compiler@2.0.1,True,False
redo,0.1.2,redo@0.1.2,False,False
jeff-jangular,0.0.26,jeff-jangular@0.0.26,False,False
json-hammerhead,0.1.3,json-hammerhead@0.1.3,False,False
noomiflow,0.0.6,noomiflow@0.0.6,False,False
branch-name,1.0.0,branch-name@1.0.0,False,False
to-clipboard-android,0.2.0,to-clipboard-android@0.2.0,False,False
dot-lens,1.2.3,dot-lens@1.2.3,True,False
html-to-pdf,0.1.11,html-to-pdf@0.1.11,False,False
object-paths,0.3.1,object-paths@0.3.1,True,True
@bash-commands/ls,1.0.5,@bash-commands/ls@1.0.5,True,True
shellplus,1.0.1,shellplus@1.0.1,True,True
lsdl-wrapper,1.0.7,lsdl-wrapper@1.0.7,False,False
@hard-cli-dev/utils,1.0.7,@hard-cli-dev/utils@1.0.7,True,False
p7zip,5.0.2,p7zip@5.0.2,False,False
fool-node,1.0.0,fool-node@1.0.0,False,False
app2png,1.0.0,app2png@1.0.0,True,False
@achievewithoutborders/node-exec,1.2.10,@achievewithoutborders/node-exec@1.2.10,True,True
@travist/async-shell,1.2.0,@travist/async-shell@1.2.0,True,False
immagick,0.0.4,immagick@0.0.4,True,True
lepew-penelope,0.0.8,lepew-penelope@0.0.8,True,False
nixt,0.5.1,nixt@0.5.1,True,False
aws-cli-s3,1.0.1,aws-cli-s3@1.0.1,False,False
@player1os/spawn-process-async,1.3.3,@player1os/spawn-process-async@1.3.3,True,False
implang,3.0.299,implang@3.0.299,True,True
abacus-ext-cmdline,0.0.6-dev.9,abacus-ext-cmdline@0.0.6-dev.9,True,True
mecab-node,1.0.3,mecab-node@1.0.3,False,False
logic-expression-simplify,0.0.2,logic-expression-simplify@0.0.2,False,False
jsonb,0.1.0,jsonb@0.1.0,True,True
node-notify,1.0.0,node-notify@1.0.0,False,False
@nathanfaucett/template,0.0.1,@nathanfaucett/template@0.0.1,True,False
dmidecode,1.0.7,dmidecode@1.0.7,True,True
i-node-svn,1.0.2,i-node-svn@1.0.2,True,True
exiftool-kit,0.1.8,exiftool-kit@0.1.8,False,False
itunescontrol,1.0.6,itunescontrol@1.0.6,False,False
@testcafe/json-hammerhead,0.1.1,@testcafe/json-hammerhead@0.1.1,False,False
meee,0.0.1,meee@0.0.1,False,False
get-git-data,1.3.1,get-git-data@1.3.1,True,True
then-utils,1.6.0,then-utils@1.6.0,True,True
fast-thrift,0.9.1-4,fast-thrift@0.9.1-4,True,False
oil-adb,1.0.6,oil-adb@1.0.6,True,True
eject-media,0.0.3,eject-media@0.0.3,True,False
@vlasky/whomst,0.1.7,@vlasky/whomst@0.1.7,False,False
shellfish,1.0.2,shellfish@1.0.2,True,False
fmit,3.0.0,fmit@3.0.0,True,True
shellreactions-exec,0.0.4,shellreactions-exec@0.0.4,True,True
abzu-integration,1.0.4,abzu-integration@1.0.4,False,False
git-trello-cli,0.1.1,git-trello-cli@0.1.1,False,False
nv-cli-user,1.0.1,nv-cli-user@1.0.1,True,True
@gdx-cli/utils,1.0.12,@gdx-cli/utils@1.0.12,True,False
pdf-text-extract,1.3.1,pdf-text-extract@1.3.1,True,False
node-mplayer,0.0.6,node-mplayer@0.0.6,False,False
comp-sign-xml,1.1.0,comp-sign-xml@1.1.0,False,False
childprocess-helper,1.0.2,childprocess-helper@1.0.2,True,False
pdftk-helper,0.0.6,pdftk-helper@0.0.6,True,True
@yyfe-cli/utils,1.0.4,@yyfe-cli/utils@1.0.4,True,False
msw_nodejs_helper,0.1.0,msw_nodejs_helper@0.1.0,False,False
6b2f7cba85b3b7129e74b5db7b1a23df,1.0.0,6b2f7cba85b3b7129e74b5db7b1a23df@1.0.0,False,False
psuspend,1.1.0,psuspend@1.1.0,True,True
@xp-cli/utils,1.0.0,@xp-cli/utils@1.0.0,True,False
rememor,0.0.4,rememor@0.0.4,True,True
music-applescript,1.2.0,music-applescript@1.2.0,False,False
gitsome,0.2.3,gitsome@0.2.3,False,False
roster,0.0.2,roster@0.0.2,True,True
execcli,5.0.6,execcli@5.0.6,True,False
@moderate-cli/utils,0.2.0,@moderate-cli/utils@0.2.0,True,False
mpg123-player,1.0.2,mpg123-player@1.0.2,True,True
msb-network,0.7.0,msb-network@0.7.0,True,True
nats-server-control,0.0.1,nats-server-control@0.0.1,False,False
c4d,0.1.5,c4d@0.1.5,False,False
@lyw-cli-dev/utils,1.0.6,@lyw-cli-dev/utils@1.0.6,True,False
size-on-disk,0.1.0,size-on-disk@0.1.0,True,True
gulp-dotnet-watch,0.3.1,gulp-dotnet-watch@0.3.1,False,False
wifiscan,1.0.1,wifiscan@1.0.1,True,True
pdfmerge,1.0.2,pdfmerge@1.0.2,False,False
@buildsoft/nvs,0.0.1,@buildsoft/nvs@0.0.1,True,True
@toucansam-bpl/cli-core,1.0.10-alpha.0,@toucansam-bpl/cli-core@1.0.10-alpha.0,False,False
@taluoo/grep,1.0.0,@taluoo/grep@1.0.0,False,False
sudoer,0.0.1,sudoer@0.0.1,True,False
@emoyly/utils,0.0.16,@emoyly/utils@0.0.16,True,False
nutol,0.2.10,nutol@0.2.10,True,True
agiledb,1.4.9,agiledb@1.4.9,True,True
@curong/process,0.5.0,@curong/process@0.5.0,True,True
swamp-compiler,0.0.4,swamp-compiler@0.0.4,True,False
npm-runtools,1.0.1,npm-runtools@1.0.1,False,False
change-pdf,1.0.11,change-pdf@1.0.11,True,True
@dorsey-cli/utils,1.0.0,@dorsey-cli/utils@1.0.0,True,False
jscmd,1.0.1,jscmd@1.0.1,True,True
incremental-installer-maker,0.0.4,incremental-installer-maker@0.0.4,True,True
@mofang-cli-dev/utils,1.0.9,@mofang-cli-dev/utils@1.0.9,True,False
shell-exec,1.0.2,shell-exec@1.0.2,True,True
@wjd-cli-dev/utils,0.0.16,@wjd-cli-dev/utils@0.0.16,True,False
@yoitsro/lerna-child-process,3.5.0,@yoitsro/lerna-child-process@3.5.0,True,False
perl-regex,1.0.4,perl-regex@1.0.4,False,False
omxplayer-controll,0.1.9,omxplayer-controll@0.1.9,False,False
import-certificate,1.0.6,import-certificate@1.0.6,False,False
@zhangyanan28/kpa,1.0.0,@zhangyanan28/kpa@1.0.0,True,True
git-remotes,1.0.2,git-remotes@1.0.2,False,False
mac-notify,1.0.0,mac-notify@1.0.0,False,False
node-isonline,0.1.0,node-isonline@0.1.0,False,False
pascal-utils,2.0.2,pascal-utils@2.0.2,True,True
uri-templates-codegen,1.3.1,uri-templates-codegen@1.3.1,False,False
node-tokei,1.0.3,node-tokei@1.0.3,False,False
compi_patch_fsc,2.0.0,compi_patch_fsc@2.0.0,False,False
@ludekarts/task-runner,0.4.2,@ludekarts/task-runner@0.4.2,True,False
ochre-liberator,0.1.1,ochre-liberator@0.1.1,True,True
geo-streetaddress-canada,0.1.2,geo-streetaddress-canada@0.1.2,False,False
ipc-node-go,0.2.0,ipc-node-go@0.2.0,True,False
mso-pdf,1.0.2,mso-pdf@1.0.2,False,False
git-ref-tags,1.0.0,git-ref-tags@1.0.0,True,True
omxcontrol,0.0.1,omxcontrol@0.0.1,True,True
@aaa3032/executor-of-cmd-commands,1.0.0,@aaa3032/executor-of-cmd-commands@1.0.0,True,True
@rimaulana/asustor-node,1.0.0,@rimaulana/asustor-node@1.0.0,True,True
safe-chain,3.0.5,safe-chain@3.0.5,True,True
@nebulario/tracker-process,1.70.3-master,@nebulario/tracker-process@1.70.3-master,True,False
lang-js-interpolate,1.0.2,lang-js-interpolate@1.0.2,True,False
@nuxdie/helper,1.0.2,@nuxdie/helper@1.0.2,True,True
bbio,1.0.0,bbio@1.0.0,True,True
@fwork-cli/utils,2.0.0,@fwork-cli/utils@2.0.0,True,False
@soa-cli/utils,0.0.10,@soa-cli/utils@0.0.10,True,False
@luissquall/dbdump,1.1.1,@luissquall/dbdump@1.1.1,True,True
browse-url,1.1.5,browse-url@1.1.5,True,True
force-kill,0.0.2,force-kill@0.0.2,True,False
dokku-git-remote-parser,1.1.2,dokku-git-remote-parser@1.1.2,False,False
aejs,0.2.1,aejs@0.2.1,False,False
lazyinstaller,1.1.1,lazyinstaller@1.1.1,True,True
node-7z-15,0.4.3,node-7z-15@0.4.3,False,False
incremental-eval,0.0.1,incremental-eval@0.0.1,True,True
pull-request-size-reminder,1.0.16,pull-request-size-reminder@1.0.16,True,True
tplite,1.1.2,tplite@1.1.2,True,False
freemarker-js,0.0.4,freemarker-js@0.0.4,False,False
@ohh-cli/utils,1.0.1,@ohh-cli/utils@1.0.1,True,False
@mdzzohrabi/common,1.0.2,@mdzzohrabi/common@1.0.2,False,False
simple-cli-parser,0.0.3,simple-cli-parser@0.0.3,True,False
multihex,1.0.0,multihex@1.0.0,True,True
resig-trie,1.0.1,resig-trie@1.0.1,True,True
pdftk-firebase,1.0.5,pdftk-firebase@1.0.5,True,True
@allthings/react-intl-extract-messages,0.4.0,@allthings/react-intl-extract-messages@0.4.0,False,False
@zargu/zone-handler,1.0.0,@zargu/zone-handler@1.0.0,False,False
@kev_nz/npm-programmatic,0.0.8,@kev_nz/npm-programmatic@0.0.8,False,False
osa,2.5.0,osa@2.5.0,False,False
fails,1.1.1,fails@1.1.1,True,True
wtool-util,0.0.0-alpha.18,wtool-util@0.0.0-alpha.18,False,False
to-clipboard,0.4.0,to-clipboard@0.4.0,False,False
ai-ecg-diagnosis,1.0.0,ai-ecg-diagnosis@1.0.0,True,True
node-key-sender-cmd-fix,1.0.10,node-key-sender-cmd-fix@1.0.10,True,True
@kiwi-fruit-cli/utils,0.0.6,@kiwi-fruit-cli/utils@0.0.6,True,False
font-converter,1.1.1,font-converter@1.1.1,True,True
wc-cmd,1.0.9,wc-cmd@1.0.9,True,True
template-templates,1.0.1,template-templates@1.0.1,True,False
media-thumbnail,1.0.0,media-thumbnail@1.0.0,False,False
push2cloud-compiler-git,2.0.0,push2cloud-compiler-git@2.0.0,False,False
code-vm,1.0.0,code-vm@1.0.0,True,True
mini-tokenizer,0.1.2,mini-tokenizer@0.1.2,True,False
meta-test,0.0.12,meta-test@0.0.12,False,False
varlidator,2.0.5,varlidator@2.0.5,True,True
intruder,0.2.0,intruder@0.2.0,False,False
automato,0.1.25,automato@0.1.25,False,False
node-omxplayer,0.6.1,node-omxplayer@0.6.1,False,False
@rohitambawata9716/array-method-shortcuts,1.0.1,@rohitambawata9716/array-method-shortcuts@1.0.1,False,False
xmlparser-string,0.1.0,xmlparser-string@0.1.0,False,False
@pakal/-all,0.2.1,@pakal/-all@0.2.1,True,True
ensure-git-repo,1.0.1,ensure-git-repo@1.0.1,True,False
sysvol,0.1.1,sysvol@0.1.1,True,True
chronos,0.1.0,chronos@0.1.0,True,True
acrobat,0.1.0,acrobat@0.1.0,False,False
with-staged,1.0.2,with-staged@1.0.2,False,False
rawtherapee,1.0.0,rawtherapee@1.0.0,False,False
@aurora-cli/utils,1.3.0,@aurora-cli/utils@1.3.0,True,False
@usubram/plotter,0.6.0,@usubram/plotter@0.6.0,True,False
ngrok-daemon,0.5.0,ngrok-daemon@0.5.0,True,True
@ghabriel/z-script,1.1.2,@ghabriel/z-script@1.1.2,True,True
@sidislive/youtube-dl-exec,1.0.3,@sidislive/youtube-dl-exec@1.0.3,True,False
translation-tracer,1.1.0,translation-tracer@1.1.0,False,False
pdp-g-7,1.0.0,pdp-g-7@1.0.0,True,True
@mishguru/jadx-node,1.0.4,@mishguru/jadx-node@1.0.4,False,False
@mmstudio/an000040,1.0.1,@mmstudio/an000040@1.0.1,True,False
TSN,2.3.1,TSN@2.3.1,True,False
core-http-benchmark,0.0.1,core-http-benchmark@0.0.1,False,False
ssh-pool,5.3.0,ssh-pool@5.3.0,True,True
gerrit-stream,0.0.1,gerrit-stream@0.0.1,False,False
@h-cli-test/utils,1.0.16,@h-cli-test/utils@1.0.16,True,False
ustat,0.0.2,ustat@0.0.2,True,True
aplay,1.2.0,aplay@1.2.0,False,False
echode,1.0.1,echode@1.0.1,False,False
clear-port,1.0.0,clear-port@1.0.0,True,True
diskstatus,0.1.0,diskstatus@0.1.0,True,True
@ejectable/get-process-for-port,1.0.0,@ejectable/get-process-for-port@1.0.0,True,True
lepton_wrapper,1.0.1,lepton_wrapper@1.0.1,True,True
generic-subshell,0.0.1003,generic-subshell@0.0.1003,False,False
pman,0.0.3,pman@0.0.3,True,True
node-gotool,0.0.3,node-gotool@0.0.3,True,True
@navi-cli/open,1.0.3,@navi-cli/open@1.0.3,False,False
@rafiq_dev/demo_sdk,1.0.0,@rafiq_dev/demo_sdk@1.0.0,False,False
@akiroz/pulsemixer,1.0.3,@akiroz/pulsemixer@1.0.3,True,True
see-dependency,1.1.0,see-dependency@1.1.0,False,False
fmnjs,1.0.0,fmnjs@1.0.0,False,False
base-curl,1.0.1,base-curl@1.0.1,True,True
@coderich/util,0.1.2,@coderich/util@0.1.2,True,True
node-util,0.0.6,node-util@0.0.6,True,False
guess-metadata,1.2.2,guess-metadata@1.2.2,False,False
simple-curl,1.0.21,simple-curl@1.0.21,True,True
daemon-fix41,1.1.2,daemon-fix41@1.1.2,False,False
x-exec,1.2.0,x-exec@1.2.0,True,False
@aviasta-pdf/base,0.0.8,@aviasta-pdf/base@0.0.8,True,False
compile-filter,1.1.0,compile-filter@1.1.0,False,False
curling,0.3.0,curling@0.3.0,True,True
pinentry,0.0.1,pinentry@0.0.1,False,False
omxplayer,1.0.0,omxplayer@1.0.0,True,False
qworker,0.9.1,qworker@0.9.1,False,False
mydxcli,1.0.5,mydxcli@1.0.5,True,False
aaptjs,1.3.2,aaptjs@1.3.2,True,True
node-music-mplayer,1.0.0,node-music-mplayer@1.0.0,False,False
network,0.6.1,network@0.6.1,True,True
@pakastin/exec,0.0.1,@pakastin/exec@0.0.1,True,False
@reshuffle/utils-subprocess,0.0.2,@reshuffle/utils-subprocess@0.0.2,True,False
node-fping,0.0.2,node-fping@0.0.2,True,True
@lyb-cli/utils,0.0.6,@lyb-cli/utils@0.0.6,True,False
fill-pdf,1.1.0,fill-pdf@1.1.0,False,False
osx-volume,0.0.1,osx-volume@0.0.1,True,True
ysutils-sys,1.3.2,ysutils-sys@1.3.2,True,True
yuitest-coverage,0.0.6,yuitest-coverage@0.0.6,False,False
@cuimingda/networksetup,1.0.0,@cuimingda/networksetup@1.0.0,True,True
@kpzc-cli-dev/utils,1.1.2,@kpzc-cli-dev/utils@1.1.2,True,False
xecutor,0.0.1,xecutor@0.0.1,True,True
@definejs/fn,1.0.0,@definejs/fn@1.0.0,True,True
get-file-properties,1.0.1,get-file-properties@1.0.1,True,True
htmltidy,0.0.6,htmltidy@0.0.6,False,False
xmlparser,0.1.0,xmlparser@0.1.0,False,False
lambda-stateless-usercache,1.0.1,lambda-stateless-usercache@1.0.1,True,True
procstreams,0.3.0,procstreams@0.3.0,True,False
thrift-current,1.0.0-dev,thrift-current@1.0.0-dev,True,False
semtag,0.1.2,semtag@0.1.2,False,False
con-spawn,0.1.0,con-spawn@0.1.0,True,False
apker,1.0.4,apker@1.0.4,True,True
yerbamate,4.0.1,yerbamate@4.0.1,True,False
version-up,0.2.6,version-up@0.2.6,False,False
@lsos/utils,0.0.1,@lsos/utils@0.0.1,True,True
maple-node-bindings,1.0.2,maple-node-bindings@1.0.2,False,False
mtmpl,0.2.0,mtmpl@0.2.0,True,False
zxp-sign-cmd,2.0.0,zxp-sign-cmd@2.0.0,True,False
@willes-cli-dev/util,1.0.3,@willes-cli-dev/util@1.0.3,True,False
sphpdesk,1.2.3,sphpdesk@1.2.3,False,False
microtemplate2,2.0.3,microtemplate2@2.0.3,True,False
multipass-control,1.1.0,multipass-control@1.1.0,False,False
metafocus,0.1.5,metafocus@0.1.5,False,False
require-root-symlink,0.0.5,require-root-symlink@0.0.5,False,False
cpp-utils,3.0.2,cpp-utils@3.0.2,True,True
@dapp-cli/utils,1.0.6,@dapp-cli/utils@1.0.6,True,False
mill-node-util,1.0.1,mill-node-util@1.0.1,True,False
jeb-spawn,1.0.7,jeb-spawn@1.0.7,True,True
ffmpeg-peaks,0.3.3,ffmpeg-peaks@0.3.3,False,False
sidekick-git-helpers,1.0.1,sidekick-git-helpers@1.0.1,True,False
@colin-cli/utils,1.1.2,@colin-cli/utils@1.1.2,True,False
whomst,0.1.5,whomst@0.1.5,False,False
tesseract-hocr,1.0.1,tesseract-hocr@1.0.1,True,True
all-unpacker,0.1.14,all-unpacker@0.1.14,True,True
@talos-dev/utils,1.0.9,@talos-dev/utils@1.0.9,True,False
amphetamine,0.0.6,amphetamine@0.0.6,True,False
headless,1.2.0,headless@1.2.0,False,False
bash-commands,1.0.1,bash-commands@1.0.1,True,True
adca-template-parser,1.0.1,adca-template-parser@1.0.1,False,False
xinput-mouse-key-logger,1.0.1,xinput-mouse-key-logger@1.0.1,False,False
git2semver,0.7.1,git2semver@0.7.1,False,False
@intest-cli/utils,1.0.3,@intest-cli/utils@1.0.3,True,False
just-run,1.1.2,just-run@1.1.2,True,True
go-cqhttp,5.0.0,go-cqhttp@5.0.0,False,False
@jrc03c/better-exec,0.0.3,@jrc03c/better-exec@0.0.3,True,False
theeye-ps-node,0.1.1,theeye-ps-node@0.1.1,True,True
@walrus/bundle-require,1.1.0,@walrus/bundle-require@1.1.0,True,True
jcon,0.3.3,jcon@0.3.3,True,True
topenurl,1.1.1,topenurl@1.1.1,False,False
deepstream.io-service,0.1.6,deepstream.io-service@0.1.6,True,True
@moocba-cli/utils,1.0.5,@moocba-cli/utils@1.0.5,True,False
@mcnext/launcher-js,0.1.1,@mcnext/launcher-js@0.1.1,False,False
smartctl,1.0.0,smartctl@1.0.0,True,True
discord.js-arbitrary-ffmpeg,1.1.0,discord.js-arbitrary-ffmpeg@1.1.0,False,False
@stdlib/math-base-tools-evalpoly,0.0.7,@stdlib/math-base-tools-evalpoly@0.0.7,False,False
brecap-xtest,0.1.9,brecap-xtest@0.1.9,False,False
pdfmatch,1.2.1,pdfmatch@1.2.1,True,False
multicurl,0.0.8-14,multicurl@0.0.8-14,False,False
@0x-lerna-fork/child-process,3.16.3,@0x-lerna-fork/child-process@3.16.3,True,False
@sparrowend/isoffline,0.0.5,@sparrowend/isoffline@0.0.5,False,False
